objname,ra2000,de2000,t,type,logd25,d25,bt,incl,ned_v_helio,ned_v_corr,ned_dist_z_corr,ned_dist_0,hyperleda_v_helio,hyperleda_dist_z_helio,hyperleda_dist_0,dist_best
NGC7331,339.2673,34.41562,3.9,Sbc,1.97,9.332543622774422,10.20,70.0,816.0,1052.0,14.3637356636,14.25,818,11.168760240305843,14.521106227088412,14.5211062271
UGC12160,340.22715,75.16472,5.8,Sc,1.12,1.3182567530303144,,38.1,1555.0,1850.0,25.2594210814,25.53,1554,21.217913708356086,25.585858419581232,25.5858584196
ESO603-031,344.3601,-17.88565,1.0,Sa,1.05,1.1220183311090417,14.90,63.4,2271.0,2348.0,32.0589841617,35.6,2266,30.939377389404683,35.48135450617082,35.4813545062
ESO406-031,344.41995000000003,-35.39701,2.2,Sab,1.17,1.4791082420082973,15.14,90.0,1593.0,1650.0,22.5286728564,,1585,21.641179683233204,,22.5286728564
IC5270,344.47875,-35.85804,5.7,SBc,1.52,3.3113110693986716,12.90,58.2,1983.0,2051.0,28.0038230475,22.3,1972,26.925177498634607,24.660377559918064,24.6603775599
UGC12313,345.43215,16.0675,9.8,I,1.16,1.4454396596536672,15.40,90.0,2028.0,2128.0,29.0551611141,,1994,27.22555980338612,,29.0551611141
NGC7463,345.46665,15.9816,3.1,SABb,1.2,1.58489336647576,13.78,83.1,2341.0,2427.0,33.1376297105,31.19,2143,29.259967231021285,22.80343534173438,22.8034353417
NGC7465,345.504,15.96465,-1.8,S0,1.03,1.0715192346486087,13.36,64.2,1960.0,2063.0,28.167667941,27.2,1962,26.788640087383925,,27.2
ESO407-002,346.1727,-34.05781,-0.5,S0-a,1.04,1.0964780998322172,14.16,57.6,1698.0,1755.0,23.9623156745,,1703,23.25232113599125,,23.9623156745
NGC7552,349.0449,-42.58428,2.4,Sab,1.59,3.8904517489515147,11.19,23.6,1608.0,1640.0,22.3921354451,17.15,1607,21.941561987984695,28.707817923917503,28.7078179239
NGC7582,349.59675000000004,-42.36999,2.1,SBab,1.84,6.918310240910394,11.36,68.2,1575.0,1604.0,21.9006007646,21.2,1581,21.586564718732916,19.14256210862216,19.1425621086
NGC7625,350.12565,17.22561,1.0,Sa,1.17,1.4791082420082973,12.94,15.0,1633.0,1733.0,23.6619333697,23.0,1631,22.269251774986337,,23.0
NGC7667,351.09615,-0.10784,8.6,SBm,1.02,1.0471285020627683,15.01,90.0,,,,17.8,2701,36.87875477880938,17.78279410038923,17.7827941004
ESO407-018,351.61605,-32.38858,9.8,IB,1.13,1.348962867780606,14.04,37.4,62.0,94.0,1.28345166576,1.95,62,0.8465319497542327,2.228435403730082,2.22843540373
ESO240-004,351.9711,-51.13189,6.7,Scd,1.25,1.778279410038923,15.69,90.0,1573.0,1579.0,21.5592572365,21.1,1576,21.51829601310759,20.60630528666113,20.6063052867
NGC7690,353.2602,-51.69842,2.9,Sb,1.33,2.1379623007676005,12.94,72.3,1521.0,1521.0,20.7673402512,22.43,1502,20.50791916985253,21.37961713919407,21.3796171392
NGC7694,353.3163,-2.70299,10.0,I,1.14,1.3803842191347617,13.98,67.2,2281.0,2317.0,31.6357181868,14.13,2267,30.95303113052975,14.125378548042052,14.125378548
NGC7689,353.3196,-54.09453,5.9,SABc,1.49,3.0902955003738914,12.14,51.6,1970.0,1992.0,27.1982523211,24.45,1970,26.897870016384477,24.32204884984253,24.3220488498
IC5334,353.65155,-4.53399,3.5,Sbc,1.28,1.9054605924362857,14.13,79.5,2209.0,2245.0,30.6526488258,41.24,2216,30.25669033315126,45.498805215712316,45.4988052157
UGC12690,353.91720000000004,1.19819,9.1,Sm,1.14,1.3803842191347617,16.79,21.2,2605.0,2628.0,35.8820316767,34.2,2615,35.7045330420535,,34.2
NGC7710,353.94225,-2.88088,-1.6,S0,1.07,1.174897696838254,14.84,90.0,2407.0,2436.0,33.2605133807,,2607,35.595303113052964,,33.2605133807
NGC7714,354.05879999999996,2.15502,3.1,Sb,1.34,2.1877617920945056,12.98,45.1,2798.0,2814.0,38.4216275259,30.92,2797,38.189513926815934,,30.92
NGC7715,354.09165,2.15679,9.6,I,1.31,2.0417376756604138,14.70,90.0,2771.0,2788.0,38.0666302567,36.3,2764,37.73894046968868,,36.3
NGC7716,354.1311,0.29729,3.0,Sb,1.26,1.819700818650877,12.97,48.4,2579.0,2602.0,35.5270344074,35.8,2558,34.92626979792461,,35.8
UGC12709,354.3498,0.39167,8.7,SABm,1.44,2.754229066221527,14.44,58.7,2682.0,2700.0,36.8651010377,35.1,2681,36.605679956307995,,35.1
NGC7721,354.70214999999996,-6.51798,4.9,Sc,1.49,3.0902955003738914,12.25,81.4,2015.0,2052.0,28.0174767886,21.88,2014,27.498634625887487,31.768730102752325,31.7687301028
PGC072006,354.70305,-5.7469,9.0,SBm,1.04,1.0964780998322172,15.09,77.7,2062.0,2098.0,28.6455488804,30.8,2042,27.88093937738938,30.76096220313875,30.7609622031
ESO471-006,355.9431,-31.95695,8.6,SBm,1.56,3.6307800693276415,13.60,90.0,267.0,285.0,3.89131622064,5.55,269,3.6728563626433637,4.365161773191001,4.36516177319
ESO149-001,356.9529,-57.07261,8.0,SBd,1.53,3.388441338170015,13.53,90.0,1905.0,1912.0,26.1059530311,21.75,1899,25.928454396504623,20.892969566796864,20.8929695668
NGC7755,356.96565,-30.52209,5.0,Sc,1.57,3.7153527396948913,12.46,53.7,2958.0,2986.0,40.7700709995,31.13,2960,40.41507373020205,29.922667655360232,29.9226676554
NGC7757,357.1896,4.17099,5.3,Sc,1.26,1.819700818650877,13.26,44.0,2956.0,2952.0,40.3058438012,15.7,2956,40.3604587657018,15.848924964027185,15.848924964
NGC7764,357.7242,-40.73021,9.4,SBm,1.29,1.949844428490234,12.64,47.5,1697.0,1712.0,23.3752048061,20.5,1694,23.12943746586563,,20.5
NGC7793,359.4573,-32.59104,7.4,Scd,2.02,10.471285020627684,9.70,63.6,230.0,239.0,3.26324412889,3.85,228,3.113052976515565,3.7325018074525187,3.73250180745
